198,688,887,100,0,5749
199,688,888,100,0,5761
201,688,890,100,0,5765
202,688,891,100,0,5773
200,688,889,100,0,5785
203,688,892,100,0,5797
204,688,893,100,0,5801
205,688,894,100,0,5809
206,688,895,100,0,5818
208,688,897,100,0,5827
207,688,896,100,0,5836
209,688,898,100,0,5845
210,688,899,100,0,5854
211,688,900,100,0,5866
212,688,901,100,0,5878
213,688,902,100,0,5881
214,688,903,100,0,5893
215,688,904,100,0,5905
216,688,905,100,0,5908
217,688,906,100,0,5920
218,688,907,100,0,5926
219,688,908,100,0,5938
220,688,909,100,0,5950
222,688,911,100,0,5962
221,688,910,100,0,5965
223,688,912,100,0,5974
224,688,913,100,0,5986
227,688,916,100,0,5998
225,688,914,100,0,6001
228,688,917,100,0,6010
226,688,915,100,0,6016
229,688,918,100,0,6025
230,688,919,100,0,6034
231,688,920,100,0,6046
232,688,921,100,0,6058
234,688,923,100,0,6062
233,688,922,100,0,6070
235,688,924,100,0,6082
237,688,926,100,0,6094
236,688,925,100,0,6106
239,688,928,100,0,6115
238,688,927,100,0,6118
240,688,929,100,0,6130
241,688,930,100,0,6134
243,688,932,100,0,6145
242,688,931,100,0,6153
244,688,933,100,0,6160
245,688,934,100,0,6169
246,688,935,100,0,6178
249,688,938,100,0,6193
11,688,700,100,0,23622
24,688,713,100,0,23629
13,688,702,100,0,23632
27,688,716,100,0,23645
66,688,755,100,0,23648
40,688,729,100,0,23651
37,688,726,100,0,23655
117,688,806,100,0,23658
52,688,741,100,0,23661
89,688,778,100,0,23666
99,688,788,100,0,23669
41,688,730,100,0,23672
140,688,829,100,0,23676
129,688,818,100,0,23682
64,688,753,100,0,23687
148,688,837,100,0,23691
147,688,836,100,0,23694
116,688,805,100,0,23698
65,688,754,100,0,23701
113,688,802,100,0,23706
68,688,757,100,0,23711
132,688,821,100,0,23714
74,688,763,100,0,23717
156,688,845,100,0,23726
82,688,771,100,0,23729
98,688,787,100,0,23738
108,688,797,100,0,23750
133,688,822,100,0,23762
115,688,804,100,0,23766
137,688,826,100,0,23774
144,688,833,100,0,23780
153,688,842,100,0,23792
0,688,689,100,0,40024
2,688,691,100,0,40024
3,688,692,100,0,40026
1,688,690,100,0,40031
5,688,694,100,0,40031
4,688,693,100,0,40038
6,688,695,100,0,40045
9,688,698,100,0,42014
21,688,710,100,0,42017
43,688,732,100,0,42021
29,688,718,100,0,42024
18,688,707,100,0,42027
12,688,701,100,0,42030
25,688,714,100,0,42033
58,688,747,100,0,42036
32,688,721,100,0,42041
56,688,745,100,0,42044
17,688,706,100,0,42048
10,688,699,100,0,42053
28,688,717,100,0,42056
20,688,709,100,0,42059
35,688,724,100,0,42062
8,688,697,100,0,42065
33,688,722,100,0,42069
90,688,779,100,0,42073
36,688,725,100,0,42076
69,688,758,100,0,42079
59,688,748,100,0,42082
19,688,708,100,0,42085
44,688,733,100,0,42088
77,688,766,100,0,42091
51,688,740,100,0,42094
73,688,762,100,0,42097
26,688,715,100,0,42100
61,688,750,100,0,42103
57,688,746,100,0,42106
76,688,765,100,0,42109
67,688,756,100,0,42112
93,688,782,100,0,42115
49,688,738,100,0,42118
50,688,739,100,0,42121
45,688,734,100,0,42124
83,688,772,100,0,42127
97,688,786,100,0,42130
60,688,749,100,0,42133
34,688,723,100,0,42138
42,688,731,100,0,42141
100,688,789,100,0,42144
91,688,780,100,0,42147
48,688,737,100,0,42150
107,688,796,100,0,42153
101,688,790,100,0,42156
114,688,803,100,0,42159
123,688,812,100,0,42162
157,688,846,100,0,42165
81,688,770,100,0,42168
16,688,705,100,0,42171
92,688,781,100,0,42174
109,688,798,100,0,42177
155,688,844,100,0,42180
105,688,794,100,0,42183
80,688,769,100,0,42186
75,688,764,100,0,42189
138,688,827,100,0,42192
124,688,813,100,0,42195
112,688,801,100,0,42198
106,688,795,100,0,42201
53,688,742,100,0,42204
84,688,773,100,0,42207
154,688,843,100,0,42210
141,688,830,100,0,42213
130,688,819,100,0,42217
131,688,820,100,0,42221
145,688,834,100,0,42224
96,688,785,100,0,42227
136,688,825,100,0,42230
72,688,761,100,0,42233
121,688,810,100,0,42237
125,688,814,100,0,42241
139,688,828,100,0,42244
146,688,835,100,0,42247
88,688,777,100,0,42250
122,688,811,100,0,42257
85,688,774,100,0,42265
104,688,793,100,0,42281
128,688,817,100,0,42293
120,688,809,100,0,42301
152,688,841,100,0,42313
149,688,838,100,0,42321
272,688,961,100,0,1005233
273,688,962,100,0,1005242
274,688,963,100,0,1005254
275,688,964,100,0,1005266
276,688,965,100,0,1005270
277,688,966,100,0,1005278
279,688,968,100,0,1005290
278,688,967,100,0,1005296
280,688,969,100,0,1005308
281,688,970,100,0,1005320
282,688,971,100,0,1005324
283,688,972,100,0,1005332
284,688,973,100,0,1005344
285,688,974,100,0,1005350
286,688,975,100,0,1005362
288,688,977,100,0,1005368
287,688,976,100,0,1005380
289,688,978,100,0,1005386
290,688,979,100,0,1005395
291,688,980,100,0,1005404
293,688,982,100,0,1005413
292,688,981,100,0,1005422
295,688,984,100,0,1005434
294,688,983,100,0,1005440
296,688,985,100,0,1005452
297,688,986,100,0,1005464
298,688,987,100,0,1005468
299,688,988,100,0,1005479
300,688,989,100,0,1005491
303,688,992,100,0,1005503
301,688,990,100,0,1005506
302,688,991,100,0,1005515
304,688,993,100,0,1005527
305,688,994,100,0,1005531
307,688,996,100,0,1005539
306,688,995,100,0,1005551
308,688,997,100,0,1005557
309,688,998,100,0,1005566
310,688,999,100,0,1005575
311,688,1000,100,0,1005587
312,688,1001,100,0,1005593
313,688,1002,100,0,1005605
314,688,1003,100,0,1005617
316,688,1005,100,0,1005629
315,688,1004,100,0,1005632
317,688,1006,100,0,1005641
318,688,1007,100,0,1005653
319,688,1008,100,0,1005665
320,688,1009,100,0,1005668
321,688,1010,100,0,1005677
322,688,1011,100,0,1005683
323,688,1012,100,0,1005695
324,688,1013,100,0,1005707
325,688,1014,100,0,1005711
326,688,1015,100,0,1005722
327,688,1016,100,0,1005734
328,688,1017,100,0,1005746
331,688,1020,100,0,1005758
329,688,1018,100,0,1005762
330,688,1019,100,0,1005770
332,688,1021,100,0,1005773
333,688,1022,100,0,1005782
334,688,1023,100,0,1005791
335,688,1024,100,0,1005803
336,688,1025,100,0,1005809
337,688,1026,100,0,1005818
338,688,1027,100,0,1005827
340,688,1029,100,0,1005836
339,688,1028,100,0,1005848
341,688,1030,100,0,1005854
342,688,1031,100,0,1005866
343,688,1032,100,0,1005878
344,688,1033,100,0,1005882
345,688,1034,100,0,1005893
346,688,1035,100,0,1005905
348,688,1037,100,0,1005909
347,688,1036,100,0,1005917
349,688,1038,100,0,1005929
351,688,1040,100,0,1005941
350,688,1039,100,0,1005953
352,688,1041,100,0,1005965
354,688,1043,100,0,1005971
353,688,1042,100,0,1005977
355,688,1044,100,0,1005983
356,688,1045,100,0,1005995
357,688,1046,100,0,1006007
360,688,1049,100,0,1006016
358,688,1047,100,0,1006019
362,688,1051,100,0,1006035
400,688,1089,100,0,1006143
407,688,1096,100,0,1006175
439,688,1128,100,0,2005233
440,688,1129,100,0,2005242
441,688,1130,100,0,2005251
442,688,1131,100,0,2005263
443,688,1132,100,0,2005271
444,688,1133,100,0,2005281
445,688,1134,100,0,2005293
449,688,1138,100,0,2005305
446,688,1135,100,0,2005308
447,688,1136,100,0,2005317
448,688,1137,100,0,2005329
451,688,1140,100,0,2005333
452,688,1141,100,0,2005344
450,688,1139,100,0,2005350
454,688,1143,100,0,2005362
453,688,1142,100,0,2005368
456,688,1145,100,0,2005377
455,688,1144,100,0,2005386
457,688,1146,100,0,2005399
458,688,1147,100,0,2005404
460,688,1149,100,0,2005413
459,688,1148,100,0,2005425
461,688,1150,100,0,2005431
462,688,1151,100,0,2005443
463,688,1152,100,0,2005455
465,688,1154,100,0,2005459
464,688,1153,100,0,2005467
467,688,1156,100,0,2005476
466,688,1155,100,0,2005488
468,688,1157,100,0,2005500
471,688,1160,100,0,2005512
469,688,1158,100,0,2005515
470,688,1159,100,0,2005524
473,688,1162,100,0,2005536
472,688,1161,100,0,2005539
474,688,1163,100,0,2005548
475,688,1164,100,0,2005560
476,688,1165,100,0,2005572
479,688,1168,100,0,2005584
477,688,1166,100,0,2005588
478,688,1167,100,0,2005596
481,688,1170,100,0,2005608
480,688,1169,100,0,2005620
482,688,1171,100,0,2005629
483,688,1172,100,0,2005633
484,688,1173,100,0,2005644
486,688,1175,100,0,2005647
485,688,1174,100,0,2005656
487,688,1176,100,0,2005665
489,688,1178,100,0,2005674
488,688,1177,100,0,2005683
490,688,1179,100,0,2005695
491,688,1180,100,0,2005703
492,688,1181,100,0,2005710
493,688,1182,100,0,2005719
494,688,1183,100,0,2005728
495,688,1184,100,0,2005740
496,688,1185,100,0,2005752
497,688,1186,100,0,2005755
498,688,1187,100,0,2005767
499,688,1188,100,0,2005779
500,688,1189,100,0,2005783
501,688,1190,100,0,2005794
502,688,1191,100,0,2005806
503,688,1192,100,0,2005810
504,688,1193,100,0,2005821
505,688,1194,100,0,2005833
506,688,1195,100,0,2005837
508,688,1197,100,0,2005848
507,688,1196,100,0,2005860
509,688,1198,100,0,2005863
510,688,1199,100,0,2005872
361,688,1050,100,0,2005880
359,688,1048,100,0,2005884
363,688,1052,100,0,2005893
365,688,1054,100,0,2005899
364,688,1053,100,0,2005905
366,688,1055,100,0,2005913
367,688,1056,100,0,2005917
369,688,1058,100,0,2005925
368,688,1057,100,0,2005929
370,688,1059,100,0,2005935
371,688,1060,100,0,2005943
372,688,1061,100,0,2005955
375,688,1064,100,0,2005962
373,688,1062,100,0,2005966
376,688,1065,100,0,2005970
374,688,1063,100,0,2005974
377,688,1066,100,0,2005982
378,688,1067,100,0,2005986
379,688,1068,100,0,2005994
380,688,1069,100,0,2006000
382,688,1071,100,0,2006008
381,688,1070,100,0,2006011
383,688,1072,100,0,2006018
384,688,1073,100,0,2006022
385,688,1074,100,0,2006028
386,688,1075,100,0,2006036
387,688,1076,100,0,2006044
388,688,1077,100,0,2006047
389,688,1078,100,0,2006056
390,688,1079,100,0,2006064
391,688,1080,100,0,2006072
392,688,1081,100,0,2006079
393,688,1082,100,0,2006082
394,688,1083,100,0,2006088
395,688,1084,100,0,2006096
396,688,1085,100,0,2006100
397,688,1086,100,0,2006104
398,688,1087,100,0,2006111
399,688,1088,100,0,2006119
405,688,1094,100,0,2006136
401,688,1090,100,0,2006140
403,688,1092,100,0,2006147
404,688,1093,100,0,2006155
406,688,1095,100,0,2006163
408,688,1097,100,0,2006171
409,688,1098,100,0,2006178
410,688,1099,100,0,2006183
412,688,1101,100,0,2006187
411,688,1100,100,0,2006195
413,688,1102,100,0,2006203
418,688,1107,100,0,2006208
415,688,1104,100,0,2006211
417,688,1106,100,0,2006219
419,688,1108,100,0,2006222
421,688,1110,100,0,2006227
423,688,1112,100,0,2006239
425,688,1114,100,0,2006243
429,688,1118,100,0,2006249
431,688,1120,100,0,2006257
432,688,1121,100,0,2006261
433,688,1122,100,0,2006265
436,688,1125,100,0,2006273
438,688,1127,100,0,2006281
402,688,1091,100,0,3005625
247,688,936,100,0,3005662
248,688,937,100,0,3005670
414,688,1103,100,0,3005678
250,688,939,100,0,3005681
251,688,940,100,0,3005688
252,688,941,100,0,3005692
416,688,1105,100,0,3005698
253,688,942,100,0,3005704
254,688,943,100,0,3005710
256,688,945,100,0,3005718
420,688,1109,100,0,3005726
255,688,944,100,0,3005734
258,688,947,100,0,3005740
422,688,1111,100,0,3005743
259,688,948,100,0,3005750
424,688,1113,100,0,3005754
257,688,946,100,0,3005758
260,688,949,100,0,3005766
261,688,950,100,0,3005772
427,688,1116,100,0,3005776
262,688,951,100,0,3005782
264,688,953,100,0,3005788
265,688,954,100,0,3005796
426,688,1115,100,0,3005804
263,688,952,100,0,3005807
428,688,1117,100,0,3005812
266,688,955,100,0,3005818
268,688,957,100,0,3005826
430,688,1119,100,0,3005834
267,688,956,100,0,3005837
269,688,958,100,0,3005842
270,688,959,100,0,3005850
434,688,1123,100,0,3005858
271,688,960,100,0,3005866
435,688,1124,100,0,3005869
437,688,1126,100,0,3005874
